
Buscando mesa en Conforama ... 
Número de intentos realizados: 0

Buscando mesa en IKEA ... 
         1214583 function calls (1189118 primitive calls) in 9.773 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:83(NoSuchAttributeException)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:93(NoSuchShadowRootException)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(StaleElementReferenceException)
        1    0.000    0.000    0.001    0.001 expected_conditions.py:18(<module>)
        2    0.000    0.000    0.000    0.000 expected_conditions.py:182(presence_of_all_elements_located)
        5    0.000    0.000    0.146    0.029 expected_conditions.py:190(_predicate)
        1    0.000    0.000    0.000    0.000 fedcm.py:18(<module>)
        1    0.000    0.000    0.000    0.000 fedcm.py:24(FedCM)
        2    0.000    0.000    0.000    0.000 fedcm.py:25(__init__)
       18    0.000    0.000    0.000    0.000 feedparser.py:101(push)
       36    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       36    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
      124    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
       18    0.000    0.000    0.001    0.000 feedparser.py:139(__init__)
       18    0.000    0.000    0.003    0.000 feedparser.py:173(feed)
       36    0.000    0.000    0.003    0.000 feedparser.py:178(_call_parse)
       18    0.000    0.000    0.001    0.000 feedparser.py:184(close)
       18    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       18    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
       36    0.000    0.000    0.003    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
       18    0.000    0.000    0.001    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.013    0.013 feedparser.py:5(<module>)
       18    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
       18    0.000    0.000    0.000    0.000 feedparser.py:70(close)
      124    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 file_detector.py:18(<module>)
        1    0.000    0.000    0.000    0.000 file_detector.py:28(FileDetector)
        1    0.000    0.000    0.000    0.000 file_detector.py:37(UselessFileDetector)
        1    0.000    0.000    0.000    0.000 file_detector.py:44(LocalFileDetector)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      829    0.008    0.000    0.042    0.000 filter.py:129(filter)
      398    0.001    0.000    0.043    0.000 filter.py:163(find_all)
        1    0.000    0.000    0.000    0.000 filter.py:211(MatchRule)
      772    0.001    0.000    0.002    0.000 filter.py:224(__init__)
      772    0.000    0.000    0.000    0.000 filter.py:245(<listcomp>)
     7655    0.002    0.000    0.002    0.000 filter.py:259(_base_match)
     5046    0.001    0.000    0.002    0.000 filter.py:292(matches_string)
        1    0.000    0.000    0.000    0.000 filter.py:316(TagNameMatchRule)
     2609    0.001    0.000    0.002    0.000 filter.py:321(matches_tag)
        1    0.000    0.000    0.000    0.000 filter.py:334(AttributeValueMatchRule)
        1    0.000    0.000    0.000    0.000 filter.py:340(StringMatchRule)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
      398    0.002    0.000    0.006    0.000 filter.py:378(__init__)
        1    0.000    0.000    0.000    0.000 filter.py:43(ElementFilter)
      398    0.000    0.000    0.000    0.000 filter.py:437(includes_everything)
     1942    0.001    0.000    0.003    0.000 filter.py:490(_make_match_rules)
    10703    0.008    0.000    0.020    0.000 filter.py:538(matches_tag)
     2585    0.003    0.000    0.008    0.000 filter.py:612(_attribute_match)
     3323    0.001    0.000    0.004    0.000 filter.py:623(_match_attribute_value_helper)
    15643    0.005    0.000    0.027    0.000 filter.py:717(match)
        1    0.000    0.000    0.000    0.000 firefox_binary.py:19(<module>)
        1    0.000    0.000    0.000    0.000 firefox_binary.py:32(FirefoxBinary)
        1    0.000    0.000    0.005    0.005 firefox_profile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 firefox_profile.py:38(AddonFormatError)
        1    0.000    0.000    0.000    0.000 firefox_profile.py:43(FirefoxProfile)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.048    0.048 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 formatter.py:193(HTMLFormatter)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:216(XMLFormatter)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:186(<setcomp>)
       78    0.000    0.000    0.000    0.000 functools.py:34(update_wrapper)
       16    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       16    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       62    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        4    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
       11    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 idna.py:144(Codec)
       10    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 idna.py:216(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:251(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:290(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:293(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 input_device.py:18(<module>)
        1    0.000    0.000    0.000    0.000 input_device.py:24(InputDevice)
        1    0.000    0.000    0.002    0.002 inspect.py:1(<module>)
       13    0.000    0.000    0.000    0.000 inspect.py:1207(formatannotation)
        8    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        6    0.000    0.000    0.000    0.000 inspect.py:1720(_signature_get_user_defined_method)
        2    0.000    0.000    0.000    0.000 inspect.py:1812(_signature_bound_method)
        2    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
        3    0.000    0.000    0.000    0.000 inspect.py:2124(_signature_from_function)
      5/3    0.000    0.000    0.000    0.000 inspect.py:2218(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2420(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2424(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2457(Parameter)
       16    0.000    0.000    0.000    0.000 inspect.py:2489(__init__)
       27    0.000    0.000    0.000    0.000 inspect.py:2539(name)
       11    0.000    0.000    0.000    0.000 inspect.py:2543(default)
       37    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
       11    0.000    0.000    0.000    0.000 inspect.py:2573(__str__)
        1    0.000    0.000    0.000    0.000 inspect.py:2612(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2742(Signature)
        5    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
       19    0.000    0.000    0.000    0.000 inspect.py:2821(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        3    0.000    0.000    0.000    0.000 inspect.py:2851(from_callable)
        5    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
        4    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
        2    0.000    0.000    0.000    0.000 inspect.py:2865(replace)
        2    0.000    0.000    0.000    0.000 inspect.py:3057(__str__)
        3    0.000    0.000    0.000    0.000 inspect.py:3103(signature)
        5    0.000    0.000    0.000    0.000 inspect.py:493(unwrap)
        5    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        4    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:895(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:897(BlockFinder)
        2    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 interaction.py:17(<module>)
        1    0.000    0.000    0.000    0.000 interaction.py:33(Interaction)
        1    0.000    0.000    0.000    0.000 interaction.py:40(Pause)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1077(_BaseV4)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1099(_make_netmask)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1125(_ip_int_from_string)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1151(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1218(IPv4Address)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1224(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1358(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1425(IPv4Network)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1440(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1507(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1548(_BaseV6)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1568(_make_netmask)
       55    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1588(_ip_int_from_string)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1692(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1834(IPv6Address)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1840(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2033(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2108(IPv6Network)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2124(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2200(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       55    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:30(<module>)
        1    0.000    0.000    0.001    0.001 key_actions.py:17(<module>)
        1    0.000    0.000    0.000    0.000 key_actions.py:27(KeyActions)
        1    0.000    0.000    0.000    0.000 key_input.py:17(<module>)
        1    0.000    0.000    0.000    0.000 key_input.py:23(KeyInput)
        1    0.000    0.000    0.000    0.000 key_input.py:42(TypingInteraction)
        1    0.000    0.000    0.000    0.000 keys.py:17(<module>)
        1    0.000    0.000    0.000    0.000 keys.py:20(Keys)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:30(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:34(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:37(<module>)
